Unit,Quarter,Month,Quantity,Year,Booking_Month,Booking_Year
UOPBLRBU,Q3,FEB,4327,2011,1,2020
UOPBLRBU,Q3,MAR,4793,2011,1,2020
UOPBLRBU,Q3,APR,10056,2012,1,2021
UOPBLRBU,Q3,FEB,6669,2012,1,2021
UOPBLRBU,Q3,MAR,6216,2012,1,2021
UOPBLRBU,Q4,JUL,15379,2007,1,2019
UOPBLRBU,Q4,JUN,3537,2007,1,2019
UOPBLRBU,Q4,MAY,3156,2007,1,2019
UOPBLRBU,Q4,JUL,7848,2011,1,2020
UOPBLRBU,Q4,JUN,6904,2011,1,2020
UOPBLRBU,Q4,MAY,4064,2011,1,2020
UOPBLRBU,Q4,JUL,11433,2012,1,2021
UOPBLRBU,Q4,JUN,6271,2012,1,2021
UOPBLRBU,Q4,MAY,5375,2012,1,2021
UOPBLRBU,Q1,AUG,86,2012,1,2021
UOPBLRBU,Q1,OCT,367,2012,1,2021
UOPBLRBU,Q1,SEP,59,2012,1,2021
UOPBLRBU,Q1,AUG,501,2022,1,2022
UOPBLRBU,Q1,OCT,1912,2022,1,2022
UOPBLRBU,Q1,SEP,485,2022,1,2022
UOPBLRBU,Q2,JAN,0,2011,1,2020
UOPBLRBU,Q2,DEC,425,2012,1,2021
UOPBLRBU,Q2,JAN,689,2012,1,2021
UOPBLRBU,Q2,NOV,394,2012,1,2021
UOPBLRBU,Q2,DEC,521,2022,1,2022
UOPBLRBU,Q2,JAN,603,2022,1,2022
UOPBLRBU,Q2,NOV,639,2022,1,2022
UOPBLRBU,Q3,APR,36,2011,1,2020
UOPBLRBU,Q3,FEB,2,2011,1,2020
UOPBLRBU,Q3,MAR,125,2011,1,2020
UOPBLRBU,Q3,APR,707,2012,1,2021
UOPBLRBU,Q3,FEB,421,2012,1,2021
UOPBLRBU,Q3,MAR,393,2012,1,2021
UOPBLRBU,Q4,JUL,408,2011,1,2020
UOPBLRBU,Q4,JUN,159,2011,1,2020
UOPBLRBU,Q4,MAY,15,2011,1,2020
UOPBLRBU,Q4,JUL,1245,2012,1,2021
UOPBLRBU,Q4,JUN,283,2012,1,2021
UOPBLRBU,Q4,MAY,699,2012,1,2021
UOPBLRBU,Q1,AUG,485,2011,1,2020
UOPBLRBU,Q1,OCT,1267,2011,1,2020
UOPBLRBU,Q1,SEP,710,2011,1,2020
UOPBLRBU,Q1,AUG,373,2012,1,2021
UOPBLRBU,Q1,OCT,2132,2012,1,2021
UOPBLRBU,Q1,SEP,813,2012,1,2021
UOPBLRBU,Q1,AUG,1407,2022,1,2022
UOPBLRBU,Q1,OCT,2573,2022,1,2022
UOPBLRBU,Q1,SEP,1676,2022,1,2022
UOPBLRBU,Q2,DEC,3,2007,1,2019
UOPBLRBU,Q2,JAN,74,2007,1,2019
UOPBLRBU,Q2,DEC,983,2011,1,2020
UOPBLRBU,Q2,JAN,1764,2011,1,2020
UOPBLRBU,Q2,NOV,585,2011,1,2020
UOPBLRBU,Q2,DEC,1137,2012,1,2021
UOPBLRBU,Q2,JAN,1893,2012,1,2021
UOPBLRBU,Q2,NOV,986,2012,1,2021
UOPBLRBU,Q2,DEC,2921,2022,1,2022
UOPBLRBU,Q2,JAN,1725,2022,1,2022
UOPBLRBU,Q2,NOV,2045,2022,1,2022
UOPBLRBU,Q3,APR,510,2007,1,2019
UOPBLRBU,Q3,FEB,151,2007,1,2019
UOPBLRBU,Q3,MAR,624,2007,1,2019
UOPBLRBU,Q3,APR,1037,2011,1,2020
UOPBLRBU,Q3,FEB,582,2011,1,2020
UOPBLRBU,Q3,MAR,1233,2011,1,2020
UOPBLRBU,Q3,APR,2061,2012,1,2021
UOPBLRBU,Q3,FEB,990,2012,1,2021
UOPBLRBU,Q3,MAR,1120,2012,1,2021
UOPBLRBU,Q4,JUL,1009,2007,1,2019
UOPBLRBU,Q4,JUN,803,2007,1,2019
UOPBLRBU,Q4,MAY,363,2007,1,2019
UOPBLRBU,Q4,JUL,2259,2011,1,2020
UOPBLRBU,Q4,JUN,867,2011,1,2020
UOPBLRBU,Q4,MAY,622,2011,1,2020
UOPBLRBU,Q4,JUL,3477,2012,1,2021
UOPBLRBU,Q4,JUN,3251,2012,1,2021
UOPBLRBU,Q4,MAY,1400,2012,1,2021
UOPBLRBU,Q1,AUG,3406,2011,1,2020
UOPBLRBU,Q1,OCT,7028,2011,1,2020
UOPBLRBU,Q1,SEP,3071,2011,1,2020
UOPBLRBU,Q1,AUG,4040,2012,1,2021
UOPBLRBU,Q1,OCT,9471,2012,1,2021
UOPBLRBU,Q1,SEP,5197,2012,1,2021
UOPBLRBU,Q1,AUG,8020,2022,1,2022
UOPBLRBU,Q1,OCT,26613,2022,1,2022
UOPBLRBU,Q1,SEP,11827,2022,1,2022
UOPBLRBU,Q2,DEC,1835,2007,1,2019
UOPBLRBU,Q2,JAN,1128,2007,1,2019
UOPBLRBU,Q2,NOV,2032,2007,1,2019
UOPBLRBU,Q2,DEC,5599,2011,1,2020
UOPBLRBU,Q2,JAN,11457,2011,1,2020
UOPBLRBU,Q2,NOV,3851,2011,1,2020
UOPBLRBU,Q2,DEC,9933,2012,1,2021
UOPBLRBU,Q2,JAN,9560,2012,1,2021
UOPBLRBU,Q2,NOV,11143,2012,1,2021
UOPBLRBU,Q2,DEC,11994,2022,1,2022
UOPBLRBU,Q2,JAN,12252,2022,1,2022
UOPBLRBU,Q2,NOV,17279,2022,1,2022
UOPBLRBU,Q3,APR,3316,2007,1,2019
UOPBLRBU,Q3,FEB,1195,2007,1,2019
UOPBLRBU,Q3,MAR,1924,2007,1,2019
UOPBLRBU,Q3,APR,12960,2011,1,2020
UOPBLRBU,Q3,FEB,3748,2011,1,2020
UOPBLRBU,Q3,MAR,6706,2011,1,2020
UOPBLRBU,Q3,APR,11993,2012,1,2021
UOPBLRBU,Q3,FEB,10251,2012,1,2021
UOPBLRBU,Q3,MAR,13287,2012,1,2021
UOPBLRBU,Q4,JUL,6280,2007,1,2019
UOPBLRBU,Q4,JUN,4521,2007,1,2019
UOPBLRBU,Q4,MAY,3906,2007,1,2019
UOPBLRBU,Q4,JUL,11038,2011,1,2020
UOPBLRBU,Q4,JUN,4906,2011,1,2020
UOPBLRBU,Q4,MAY,3090,2011,1,2020
UOPBLRBU,Q4,JUL,16603,2012,1,2021
UOPBLRBU,Q4,JUN,12396,2012,1,2021
UOPBLRBU,Q4,MAY,8094,2012,1,2021
UOPBLRBU,Q1,AUG,1070,2011,1,2020
UOPBLRBU,Q1,OCT,2696,2011,1,2020
UOPBLRBU,Q1,SEP,912,2011,1,2020
UOPBLRBU,Q1,AUG,1430,2012,1,2021
UOPBLRBU,Q1,OCT,3122,2012,1,2021
UOPBLRBU,Q1,SEP,1943,2012,1,2021
UOPBLRBU,Q1,AUG,4514,2022,1,2022
UOPBLRBU,Q1,OCT,8163,2022,1,2022
UOPBLRBU,Q1,SEP,4240,2022,1,2022
UOPBLRBU,Q2,DEC,458,2007,1,2019
UOPBLRBU,Q2,JAN,366,2007,1,2019
UOPBLRBU,Q2,NOV,609,2007,1,2019
UOPBLRBU,Q2,DEC,1944,2011,1,2020
UOPBLRBU,Q2,JAN,2675,2011,1,2020
UOPBLRBU,Q2,NOV,1700,2011,1,2020
UOPBLRBU,Q2,DEC,5951,2012,1,2021
UOPBLRBU,Q2,JAN,3871,2012,1,2021
UOPBLRBU,Q2,NOV,2298,2012,1,2021
UOPBLRBU,Q2,DEC,4475,2022,1,2022
UOPBLRBU,Q2,JAN,4355,2022,1,2022
UOPBLRBU,Q2,NOV,6564,2022,1,2022
UOPBLRBU,Q3,APR,978,2007,1,2019
UOPBLRBU,Q3,FEB,478,2007,1,2019
UOPBLRBU,Q3,MAR,429,2007,1,2019
UOPBLRBU,Q3,APR,2422,2011,1,2020
UOPBLRBU,Q3,FEB,1345,2011,1,2020
UOPBLRBU,Q3,MAR,2259,2011,1,2020
UOPBLRBU,Q3,APR,4078,2012,1,2021
UOPBLRBU,Q3,FEB,2969,2012,1,2021
UOPBLRBU,Q3,MAR,2961,2012,1,2021
UOPBLRBU,Q4,JUL,3958,2007,1,2019
UOPBLRBU,Q4,JUN,1640,2007,1,2019
UOPBLRBU,Q4,MAY,780,2007,1,2019
UOPBLRBU,Q4,JUL,3700,2011,1,2020
UOPBLRBU,Q4,JUN,1508,2011,1,2020
UOPBLRBU,Q4,MAY,850,2011,1,2020
UOPBLRBU,Q4,JUL,6290,2012,1,2021
UOPBLRBU,Q4,JUN,4091,2012,1,2021
UOPBLRBU,Q4,MAY,2494,2012,1,2021
UOPBLRBU,Q1,AUG,1067,2011,1,2020
UOPBLRBU,Q1,OCT,4811,2011,1,2020
UOPBLRBU,Q1,SEP,2093,2011,1,2020
UOPBLRBU,Q1,AUG,2713,2012,1,2021
UOPBLRBU,Q1,OCT,5285,2012,1,2021
UOPBLRBU,Q1,SEP,3000,2012,1,2021
UOPBLRBU,Q1,AUG,5919,2022,1,2022
UOPBLRBU,Q1,OCT,12112,2022,1,2022
UOPBLRBU,Q1,SEP,7195,2022,1,2022
UOPBLRBU,Q2,DEC,1056,2007,1,2019
UOPBLRBU,Q2,JAN,951,2007,1,2019
UOPBLRBU,Q2,NOV,1362,2007,1,2019
UOPBLRBU,Q2,DEC,2600,2011,1,2020
UOPBLRBU,Q2,JAN,5441,2011,1,2020
UOPBLRBU,Q2,NOV,1986,2011,1,2020
UOPBLRBU,Q2,DEC,5360,2012,1,2021
UOPBLRBU,Q2,JAN,5077,2012,1,2021
UOPBLRBU,Q2,NOV,3783,2012,1,2021
UOPBLRBU,Q2,DEC,5150,2022,1,2022
UOPBLRBU,Q2,JAN,8583,2022,1,2022
UOPBLRBU,Q2,NOV,8798,2022,1,2022
UOPBLRBU,Q3,APR,2906,2007,1,2019
UOPBLRBU,Q3,FEB,350,2007,1,2019
UOPBLRBU,Q3,MAR,1582,2007,1,2019
UOPBLRBU,Q3,APR,4205,2011,1,2020
UOPBLRBU,Q3,FEB,2368,2011,1,2020
UOPBLRBU,Q3,MAR,3183,2011,1,2020
UOPBLRBU,Q3,APR,8632,2012,1,2021
UOPBLRBU,Q3,FEB,5643,2012,1,2021
UOPBLRBU,Q3,MAR,6401,2012,1,2021
UOPBLRBU,Q4,JUL,3204,2007,1,2019
UOPBLRBU,Q4,JUN,1481,2007,1,2019
UOPBLRBU,Q4,MAY,1011,2007,1,2019
UOPBLRBU,Q4,JUL,6002,2011,1,2020
UOPBLRBU,Q4,JUN,3888,2011,1,2020
UOPBLRBU,Q4,MAY,1814,2011,1,2020
UOPBLRBU,Q4,JUL,12556,2012,1,2021
UOPBLRBU,Q4,JUN,6916,2012,1,2021
UOPBLRBU,Q4,MAY,4751,2012,1,2021
UOPBLRBU,Q1,AUG,382,2011,1,2020
UOPBLRBU,Q1,OCT,1256,2011,1,2020
UOPBLRBU,Q1,SEP,653,2011,1,2020
UOPBLRBU,Q1,AUG,513,2012,1,2021
UOPBLRBU,Q1,OCT,1423,2012,1,2021
UOPBLRBU,Q1,SEP,975,2012,1,2021
UOPBLRBU,Q1,AUG,1772,2022,1,2022
UOPBLRBU,Q1,OCT,5612,2022,1,2022
UOPBLRBU,Q1,SEP,2086,2022,1,2022
UOPBLRBU,Q2,DEC,239,2007,1,2019
UOPBLRBU,Q2,JAN,273,2007,1,2019
UOPBLRBU,Q2,NOV,329,2007,1,2019
UOPBLRBU,Q2,DEC,1115,2011,1,2020
UOPBLRBU,Q2,JAN,1671,2011,1,2020
UOPBLRBU,Q2,NOV,573,2011,1,2020
UOPBLRBU,Q2,DEC,1559,2012,1,2021
UOPBLRBU,Q2,JAN,1696,2012,1,2021
UOPBLRBU,Q2,NOV,1059,2012,1,2021
UOPBLRBU,Q2,DEC,2620,2022,1,2022
UOPBLRBU,Q2,JAN,2443,2022,1,2022
UOPBLRBU,Q2,NOV,3596,2022,1,2022
UOPBLRBU,Q3,APR,1699,2007,1,2019
UOPBLRBU,Q3,FEB,149,2007,1,2019
UOPBLRBU,Q3,MAR,253,2007,1,2019
UOPBLRBU,Q3,APR,1178,2011,1,2020
UOPBLRBU,Q3,FEB,607,2011,1,2020
UOPBLRBU,Q3,MAR,843,2011,1,2020
UOPBLRBU,Q3,APR,2162,2012,1,2021
UOPBLRBU,Q3,FEB,1560,2012,1,2021
UOPBLRBU,Q3,MAR,1063,2012,1,2021
UOPBLRBU,Q4,JUL,1067,2007,1,2019
UOPBLRBU,Q4,JUN,653,2007,1,2019
UOPBLRBU,Q4,MAY,280,2007,1,2019
UOPBLRBU,Q4,JUL,1467,2011,1,2020
UOPBLRBU,Q4,JUN,1003,2011,1,2020
UOPBLRBU,Q4,MAY,378,2011,1,2020
UOPBLRBU,Q4,JUL,3379,2012,1,2021
UOPBLRBU,Q4,JUN,2213,2012,1,2021
UOPBLRBU,Q4,MAY,1132,2012,1,2021
UOPBLRBU,Q1,AUG,3073,2011,1,2020
UOPBLRBU,Q1,OCT,6675,2011,1,2020
UOPBLRBU,Q1,SEP,2622,2011,1,2020
UOPBLRBU,Q1,AUG,4356,2012,1,2021
UOPBLRBU,Q1,OCT,7059,2012,1,2021
UOPBLRBU,Q1,SEP,4751,2012,1,2021
UOPBLRBU,Q1,AUG,5994,2022,1,2022
UOPBLRBU,Q1,OCT,14580,2022,1,2022
UOPBLRBU,Q1,SEP,8209,2022,1,2022
UOPBLRBU,Q2,DEC,1429,2007,1,2019
UOPBLRBU,Q2,JAN,3893,2007,1,2019
UOPBLRBU,Q2,NOV,2367,2007,1,2019
UOPBLRBU,Q2,DEC,6642,2011,1,2020
UOPBLRBU,Q2,JAN,7116,2011,1,2020
UOPBLRBU,Q2,NOV,4889,2011,1,2020
UOPBLRBU,Q2,DEC,8796,2012,1,2021
UOPBLRBU,Q2,JAN,7079,2012,1,2021
UOPBLRBU,Q2,NOV,9193,2012,1,2021
UOPBLRBU,Q2,DEC,9963,2022,1,2022
UOPBLRBU,Q2,JAN,12611,2022,1,2022
UOPBLRBU,Q2,NOV,9092,2022,1,2022
UOPBLRBU,Q3,APR,3639,2007,1,2019
UOPBLRBU,Q3,FEB,1856,2007,1,2019
UOPBLRBU,Q3,MAR,1533,2007,1,2019
UOPBLRBU,Q3,APR,8018,2011,1,2020
UOPBLRBU,Q3,FEB,3610,2011,1,2020
UOPBLRBU,Q3,MAR,4989,2011,1,2020
UOPBLRBU,Q3,APR,8992,2012,1,2021
UOPBLRBU,Q3,FEB,6663,2012,1,2021
UOPBLRBU,Q3,MAR,7546,2012,1,2021
UOPBLRBU,Q4,JUL,6547,2007,1,2019
UOPBLRBU,Q4,JUN,2897,2007,1,2019
UOPBLRBU,Q4,MAY,3194,2007,1,2019
UOPBLRBU,Q4,JUL,9344,2011,1,2020
UOPBLRBU,Q4,JUN,3712,2011,1,2020
UOPBLRBU,Q4,MAY,2667,2011,1,2020
UOPBLRBU,Q4,JUL,14842,2012,1,2021
UOPBLRBU,Q4,JUN,9805,2012,1,2021
UOPBLRBU,Q4,MAY,6512,2012,1,2021
UOPBLRBU,Q1,AUG,2557,2011,1,2020
UOPBLRBU,Q1,OCT,6588,2011,1,2020
UOPBLRBU,Q1,SEP,3208,2011,1,2020
UOPBLRBU,Q1,AUG,4657,2012,1,2021
UOPBLRBU,Q1,OCT,7332,2012,1,2021
UOPBLRBU,Q1,SEP,4513,2012,1,2021
UOPBLRBU,Q1,AUG,8041,2022,1,2022
UOPBLRBU,Q1,OCT,17082,2022,1,2022
UOPBLRBU,Q1,SEP,9135,2022,1,2022
UOPBLRBU,Q2,DEC,634,2007,1,2019
UOPBLRBU,Q2,JAN,1480,2007,1,2019
UOPBLRBU,Q2,NOV,268,2007,1,2019
UOPBLRBU,Q2,DEC,4858,2011,1,2020
UOPBLRBU,Q2,JAN,6616,2011,1,2020
UOPBLRBU,Q2,NOV,4564,2011,1,2020
UOPBLRBU,Q2,DEC,8393,2012,1,2021
UOPBLRBU,Q2,JAN,7156,2012,1,2021
UOPBLRBU,Q2,NOV,6301,2012,1,2021
UOPBLRBU,Q2,DEC,10395,2022,1,2022
UOPBLRBU,Q2,JAN,10735,2022,1,2022
UOPBLRBU,Q2,NOV,10642,2022,1,2022
UOPBLRBU,Q3,APR,3918,2007,1,2019
UOPBLRBU,Q3,FEB,1884,2007,1,2019
UOPBLRBU,Q3,MAR,2169,2007,1,2019
UOPBLRBU,Q3,APR,6212,2011,1,2020
UOPBLRBU,Q3,FEB,4279,2011,1,2020
UOPBLRBU,Q3,MAR,5996,2011,1,2020
UOPBLRBU,Q3,APR,10647,2012,1,2021
UOPBLRBU,Q3,FEB,8780,2012,1,2021
UOPBLRBU,Q3,MAR,8701,2012,1,2021
UOPBLRBU,Q4,JUL,7499,2007,1,2019
UOPBLRBU,Q4,JUN,4931,2007,1,2019
UOPBLRBU,Q4,MAY,3516,2007,1,2019
UOPBLRBU,Q4,JUL,8187,2011,1,2020
UOPBLRBU,Q4,JUN,3294,2011,1,2020
UOPBLRBU,Q4,MAY,3126,2011,1,2020
UOPBLRBU,Q4,JUL,13654,2012,1,2021
UOPBLRBU,Q4,JUN,9721,2012,1,2021
UOPBLRBU,Q4,MAY,5884,2012,1,2021
UOPBLRBU,Q1,OCT,0,2012,1,2021
UOPBLRBU,Q1,AUG,386,2022,1,2022
UOPBLRBU,Q1,OCT,764,2022,1,2022
UOPBLRBU,Q1,SEP,380,2022,1,2022
UOPBLRBU,Q2,DEC,99,2012,1,2021
UOPBLRBU,Q2,JAN,153,2012,1,2021
UOPBLRBU,Q2,NOV,41,2012,1,2021
UOPBLRBU,Q2,DEC,541,2022,1,2022
UOPBLRBU,Q2,JAN,1194,2022,1,2022
UOPBLRBU,Q2,NOV,346,2022,1,2022
UOPBLRBU,Q3,APR,172,2012,1,2021
UOPBLRBU,Q3,FEB,184,2012,1,2021
UOPBLRBU,Q3,MAR,132,2012,1,2021
UOPBLRBU,Q4,JUL,497,2012,1,2021
UOPBLRBU,Q4,JUN,226,2012,1,2021
UOPBLRBU,Q4,MAY,130,2012,1,2021
UOPBLRBU,Q1,AUG,86,2008,1,2018
UOPBLRBU,Q1,OCT,2253,2008,1,2018
UOPBLRBU,Q1,SEP,169,2008,1,2018
UOPBLRBU,Q1,AUG,2316,2007,1,2019
UOPBLRBU,Q1,OCT,7424,2007,1,2019
UOPBLRBU,Q1,SEP,3908,2007,1,2019
UOPBLRBU,Q1,AUG,6220,2011,1,2020
UOPBLRBU,Q1,OCT,7484,2011,1,2020
UOPBLRBU,Q1,SEP,3561,2011,1,2020
UOPBLRBU,Q1,AUG,2662,2012,1,2021
UOPBLRBU,Q1,OCT,6001,2012,1,2021
UOPBLRBU,Q1,SEP,3826,2012,1,2021
UOPBLRBU,Q1,AUG,5922,2022,1,2022
UOPBLRBU,Q1,OCT,11644,2022,1,2022
UOPBLRBU,Q1,SEP,5558,2022,1,2022
UOPBLRBU,Q2,DEC,1307,2008,1,2018
UOPBLRBU,Q2,JAN,2039,2008,1,2018
UOPBLRBU,Q2,NOV,642,2008,1,2018
UOPBLRBU,Q2,DEC,5074,2007,1,2019
UOPBLRBU,Q2,JAN,4471,2007,1,2019
UOPBLRBU,Q2,NOV,4130,2007,1,2019
UOPBLRBU,Q2,DEC,4217,2011,1,2020
UOPBLRBU,Q2,JAN,4959,2011,1,2020
UOPBLRBU,Q2,NOV,3170,2011,1,2020
UOPBLRBU,Q2,DEC,8312,2012,1,2021
UOPBLRBU,Q2,JAN,5314,2012,1,2021
UOPBLRBU,Q2,NOV,4491,2012,1,2021
UOPBLRBU,Q2,DEC,4873,2022,1,2022
UOPBLRBU,Q2,JAN,7966,2022,1,2022
UOPBLRBU,Q2,NOV,6125,2022,1,2022
UOPBLRBU,Q3,APR,3428,2008,1,2018
UOPBLRBU,Q3,FEB,1440,2008,1,2018
UOPBLRBU,Q3,MAR,1222,2008,1,2018
UOPBLRBU,Q3,APR,6530,2007,1,2019
UOPBLRBU,Q3,FEB,2711,2007,1,2019
UOPBLRBU,Q3,MAR,4325,2007,1,2019
UOPBLRBU,Q3,APR,6183,2011,1,2020
UOPBLRBU,Q3,FEB,4108,2011,1,2020
UOPBLRBU,Q3,MAR,4032,2011,1,2020
UOPBLRBU,Q3,APR,6270,2012,1,2021
UOPBLRBU,Q3,FEB,4580,2012,1,2021
UOPBLRBU,Q3,MAR,5694,2012,1,2021
UOPBLRBU,Q4,JUL,315,2002,1,2017
UOPBLRBU,Q4,JUN,32,2002,1,2017
UOPBLRBU,Q4,JUL,11734,2008,1,2018
UOPBLRBU,Q4,JUN,4293,2008,1,2018
UOPBLRBU,Q4,MAY,1764,2008,1,2018
UOPBLRBU,Q4,JUL,10613,2007,1,2019
UOPBLRBU,Q4,JUN,5171,2007,1,2019
UOPBLRBU,Q4,MAY,4102,2007,1,2019
UOPBLRBU,Q4,JUL,8070,2011,1,2020
UOPBLRBU,Q4,JUN,2600,2011,1,2020
UOPBLRBU,Q4,MAY,2424,2011,1,2020
UOPBLRBU,Q4,JUL,9213,2012,1,2021
UOPBLRBU,Q4,JUN,5000,2012,1,2021
UOPBLRBU,Q4,MAY,4618,2012,1,2021
UOPBLRBU,Q1,AUG,56,2008,1,2018
UOPBLRBU,Q1,OCT,451,2008,1,2018
UOPBLRBU,Q1,SEP,142,2008,1,2018
UOPBLRBU,Q1,AUG,1374,2007,1,2019
UOPBLRBU,Q1,OCT,3460,2007,1,2019
UOPBLRBU,Q1,SEP,1932,2007,1,2019
UOPBLRBU,Q1,AUG,1946,2011,1,2020
UOPBLRBU,Q1,OCT,5082,2011,1,2020
UOPBLRBU,Q1,SEP,2969,2011,1,2020
UOPBLRBU,Q1,AUG,2158,2012,1,2021
UOPBLRBU,Q1,OCT,6529,2012,1,2021
UOPBLRBU,Q1,SEP,3309,2012,1,2021
UOPBLRBU,Q1,AUG,6646,2022,1,2022
UOPBLRBU,Q1,OCT,9858,2022,1,2022
UOPBLRBU,Q1,SEP,5649,2022,1,2022
UOPBLRBU,Q2,DEC,827,2008,1,2018
UOPBLRBU,Q2,JAN,968,2008,1,2018
UOPBLRBU,Q2,NOV,672,2008,1,2018
UOPBLRBU,Q2,DEC,2889,2007,1,2019
UOPBLRBU,Q2,JAN,3694,2007,1,2019
UOPBLRBU,Q2,NOV,2445,2007,1,2019
UOPBLRBU,Q2,DEC,3307,2011,1,2020
UOPBLRBU,Q2,JAN,4001,2011,1,2020
UOPBLRBU,Q2,NOV,2592,2011,1,2020
UOPBLRBU,Q2,DEC,4624,2012,1,2021
UOPBLRBU,Q2,JAN,6707,2012,1,2021
UOPBLRBU,Q2,NOV,3995,2012,1,2021
UOPBLRBU,Q2,DEC,5998,2022,1,2022
UOPBLRBU,Q2,JAN,7028,2022,1,2022
UOPBLRBU,Q2,NOV,7031,2022,1,2022
UOPBLRBU,Q3,APR,2921,2008,1,2018
UOPBLRBU,Q3,FEB,667,2008,1,2018
UOPBLRBU,Q3,MAR,1166,2008,1,2018
UOPBLRBU,Q3,APR,4443,2007,1,2019
UOPBLRBU,Q3,FEB,2000,2007,1,2019
UOPBLRBU,Q3,MAR,2586,2007,1,2019
UOPBLRBU,Q3,APR,4251,2011,1,2020
UOPBLRBU,Q3,FEB,2377,2011,1,2020
UOPBLRBU,Q3,MAR,3707,2011,1,2020
UOPBLRBU,Q3,APR,5710,2012,1,2021
UOPBLRBU,Q3,FEB,4737,2012,1,2021
UOPBLRBU,Q3,MAR,4861,2012,1,2021
UOPBLRBU,Q4,JUL,307,2002,1,2017
UOPBLRBU,Q4,JUN,42,2002,1,2017
UOPBLRBU,Q4,JUL,3291,2008,1,2018
UOPBLRBU,Q4,JUN,2073,2008,1,2018
UOPBLRBU,Q4,MAY,1444,2008,1,2018
UOPBLRBU,Q4,JUL,6259,2007,1,2019
UOPBLRBU,Q4,JUN,3116,2007,1,2019
UOPBLRBU,Q4,MAY,3085,2007,1,2019
UOPBLRBU,Q4,JUL,6148,2011,1,2020
UOPBLRBU,Q4,JUN,2915,2011,1,2020
UOPBLRBU,Q4,MAY,2221,2011,1,2020
UOPBLRBU,Q4,JUL,8485,2012,1,2021
UOPBLRBU,Q4,JUN,5432,2012,1,2021
UOPBLRBU,Q4,MAY,3263,2012,1,2021
UOPBLRBU,Q1,AUG,147,2008,1,2018
UOPBLRBU,Q1,OCT,418,2008,1,2018
UOPBLRBU,Q1,SEP,176,2008,1,2018
UOPBLRBU,Q1,AUG,505,2007,1,2019
UOPBLRBU,Q1,OCT,1873,2007,1,2019
UOPBLRBU,Q1,SEP,747,2007,1,2019
UOPBLRBU,Q1,AUG,2120,2011,1,2020
UOPBLRBU,Q1,OCT,2171,2011,1,2020
UOPBLRBU,Q1,SEP,1527,2011,1,2020
UOPBLRBU,Q1,AUG,999,2012,1,2021
UOPBLRBU,Q1,OCT,3576,2012,1,2021
UOPBLRBU,Q1,SEP,985,2012,1,2021
UOPBLRBU,Q1,AUG,1853,2022,1,2022
UOPBLRBU,Q1,OCT,3108,2022,1,2022
UOPBLRBU,Q1,SEP,1965,2022,1,2022
UOPBLRBU,Q2,DEC,1133,2008,1,2018
UOPBLRBU,Q2,JAN,1351,2008,1,2018
UOPBLRBU,Q2,NOV,328,2008,1,2018
UOPBLRBU,Q2,DEC,1624,2007,1,2019
UOPBLRBU,Q2,JAN,1396,2007,1,2019
UOPBLRBU,Q2,NOV,1430,2007,1,2019
UOPBLRBU,Q2,DEC,1688,2011,1,2020
UOPBLRBU,Q2,JAN,1949,2011,1,2020
UOPBLRBU,Q2,NOV,1352,2011,1,2020
UOPBLRBU,Q2,DEC,1436,2012,1,2021
UOPBLRBU,Q2,JAN,2510,2012,1,2021
UOPBLRBU,Q2,NOV,1186,2012,1,2021
UOPBLRBU,Q2,DEC,1564,2022,1,2022
UOPBLRBU,Q2,JAN,3031,2022,1,2022
UOPBLRBU,Q2,NOV,2792,2022,1,2022
UOPBLRBU,Q3,APR,1046,2008,1,2018
UOPBLRBU,Q3,FEB,364,2008,1,2018
UOPBLRBU,Q3,MAR,746,2008,1,2018
UOPBLRBU,Q3,APR,2129,2007,1,2019
UOPBLRBU,Q3,FEB,508,2007,1,2019
UOPBLRBU,Q3,MAR,2413,2007,1,2019
UOPBLRBU,Q3,APR,3274,2011,1,2020
UOPBLRBU,Q3,FEB,860,2011,1,2020
UOPBLRBU,Q3,MAR,1210,2011,1,2020
UOPBLRBU,Q3,APR,2353,2012,1,2021
UOPBLRBU,Q3,FEB,1802,2012,1,2021
UOPBLRBU,Q3,MAR,1754,2012,1,2021
UOPBLRBU,Q4,JUL,245,2002,1,2017
UOPBLRBU,Q4,JUL,1680,2008,1,2018
UOPBLRBU,Q4,JUN,976,2008,1,2018
UOPBLRBU,Q4,MAY,1061,2008,1,2018
UOPBLRBU,Q4,JUL,4007,2007,1,2019
UOPBLRBU,Q4,JUN,935,2007,1,2019
UOPBLRBU,Q4,MAY,1764,2007,1,2019
UOPBLRBU,Q4,JUL,1843,2011,1,2020
UOPBLRBU,Q4,JUN,847,2011,1,2020
UOPBLRBU,Q4,MAY,1280,2011,1,2020
UOPBLRBU,Q4,JUL,5384,2012,1,2021
UOPBLRBU,Q4,JUN,2235,2012,1,2021
UOPBLRBU,Q4,MAY,2125,2012,1,2021
UOPBLRBU,Q1,AUG,51,2012,1,2021
UOPBLRBU,Q1,OCT,161,2012,1,2021
UOPBLRBU,Q1,SEP,56,2012,1,2021
UOPBLRBU,Q1,AUG,197,2022,1,2022
UOPBLRBU,Q1,OCT,464,2022,1,2022
UOPBLRBU,Q1,SEP,515,2022,1,2022
UOPBLRBU,Q2,DEC,1,2011,1,2020
UOPBLRBU,Q2,JAN,0,2011,1,2020
UOPBLRBU,Q2,DEC,66,2012,1,2021
UOPBLRBU,Q2,JAN,469,2012,1,2021
