Unit,Family,PLID,Quarter,Month,Quantity,Date
CRBU,8000,8818-SYS,Q1 FY2022,OCT FY2022,28,2022-01-10
CRBU,8000,8818-SYS,Q1 FY2022,SEP FY2022,49,2022-01-09
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,AUG FY2022,270,2022-01-08
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,OCT FY2022,1,2022-01-10
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,SEP FY2022,812,2022-01-09
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,AUG FY2022,61,2022-01-08
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,OCT FY2022,201,2022-01-10
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,SEP FY2022,258,2022-01-09
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,AUG FY2022,40,2022-01-08
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,OCT FY2022,6,2022-01-10
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,SEP FY2022,3,2022-01-09
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,AUG FY2022,8,2022-01-08
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,OCT FY2022,24,2022-01-10
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,SEP FY2022,272,2022-01-09
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,AUG FY2022,52,2022-01-08
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,OCT FY2022,26,2022-01-10
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,SEP FY2022,78,2022-01-09
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,AUG FY2022,189,2022-01-08
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,OCT FY2022,2700,2022-01-10
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,SEP FY2022,492,2022-01-09
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,AUG FY2022,166,2022-01-08
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,OCT FY2022,87,2022-01-10
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,SEP FY2022,92,2022-01-09
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,AUG FY2022,23,2022-01-08
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,OCT FY2022,118,2022-01-10
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,SEP FY2022,61,2022-01-09
CRBU,NCS55FC,NCS-57C3-MODS-SYS,Q1 FY2022,AUG FY2022,10,2022-01-08
CRBU,NCS55FC,NCS-57C3-MODS-SYS,Q1 FY2022,OCT FY2022,4,2022-01-10
CRBU,NCS55FC,NCS-57C3-MODS-SYS,Q1 FY2022,SEP FY2022,57,2022-01-09
CRBU,NCS55FC,NCS-5504-SYS,Q1 FY2022,AUG FY2022,37,2022-01-08
CRBU,NCS55FC,NCS-5504-SYS,Q1 FY2022,OCT FY2022,56,2022-01-10
CRBU,NCS55FC,NCS-5504-SYS,Q1 FY2022,SEP FY2022,135,2022-01-09
CRBU,NCS5500,NC55-36X100G-A-SE,Q1 FY2022,AUG FY2022,15,2022-01-08
CRBU,NCS5500,NC55-36X100G-A-SE,Q1 FY2022,OCT FY2022,132,2022-01-10
CRBU,NCS5500,NC55-36X100G-A-SE,Q1 FY2022,SEP FY2022,85,2022-01-09
CRBU,NCS5500,NCS-55A1-24Q6H-SS,Q1 FY2022,AUG FY2022,0,2022-01-08
CRBU,NCS5500,NCS-55A1-24Q6H-SS,Q1 FY2022,OCT FY2022,260,2022-01-10
CRBU,NCS5500,NCS-55A1-24Q6H-SS,Q1 FY2022,SEP FY2022,84,2022-01-09
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q1 FY2022,AUG FY2022,47,2022-01-08
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q1 FY2022,OCT FY2022,102,2022-01-10
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q1 FY2022,SEP FY2022,10,2022-01-09
CRBU,NCS5500,NCS-5501-SE,Q1 FY2022,AUG FY2022,81,2022-01-08
CRBU,NCS5500,NCS-5501-SE,Q1 FY2022,OCT FY2022,87,2022-01-10
CRBU,NCS5500,NCS-5501-SE,Q1 FY2022,SEP FY2022,639,2022-01-09
CRBU,NCS5500,NCS-5508,Q1 FY2022,AUG FY2022,23,2022-01-08
CRBU,NCS5500,NCS-5508,Q1 FY2022,OCT FY2022,27,2022-01-10
CRBU,NCS5500,NCS-5508,Q1 FY2022,SEP FY2022,70,2022-01-09
CRBU,NCS6000,NC6-20X100GE-M-C,Q1 FY2022,AUG FY2022,0,2022-01-08
CRBU,NCS6000,NC6-20X100GE-M-C,Q1 FY2022,OCT FY2022,1,2022-01-10
CRBU,NCS6000,NC6-20X100GE-M-C,Q1 FY2022,SEP FY2022,19,2022-01-09
CSA,HXCPU,HX-CPU-I6258R,Q1 FY2022,AUG FY2022,0,2022-01-08
CSA,HXCPU,HX-CPU-I6258R,Q1 FY2022,OCT FY2022,86,2022-01-10
CSA,HXCPU,HX-CPU-I6258R,Q1 FY2022,SEP FY2022,12,2022-01-09
CSA,HXSSD,HX-SD38T61X-EV,Q1 FY2022,AUG FY2022,1106,2022-01-08
CSA,HXSSD,HX-SD38T61X-EV,Q1 FY2022,OCT FY2022,1865,2022-01-10
CSA,HXSSD,HX-SD38T61X-EV,Q1 FY2022,SEP FY2022,2230,2022-01-09
CSA,UCSB,UCS-FI-6454,Q1 FY2022,AUG FY2022,284,2022-01-08
CSA,UCSB,UCS-FI-6454,Q1 FY2022,OCT FY2022,719,2022-01-10
CSA,UCSB,UCS-FI-6454,Q1 FY2022,SEP FY2022,646,2022-01-09
CSA,UCSB,UCSB-B200-M5,Q1 FY2022,AUG FY2022,5572,2022-01-08
CSA,UCSB,UCSB-B200-M5,Q1 FY2022,OCT FY2022,7720,2022-01-10
CSA,UCSB,UCSB-B200-M5,Q1 FY2022,SEP FY2022,4898,2022-01-09
CSA,UCSC,UCSC-C220-M5SX,Q1 FY2022,AUG FY2022,1360,2022-01-08
CSA,UCSC,UCSC-C220-M5SX,Q1 FY2022,OCT FY2022,2057,2022-01-10
CSA,UCSC,UCSC-C220-M5SX,Q1 FY2022,SEP FY2022,1582,2022-01-09
CSA,UCSC,UCSC-C240-M5SX,Q1 FY2022,AUG FY2022,389,2022-01-08
CSA,UCSC,UCSC-C240-M5SX,Q1 FY2022,OCT FY2022,1270,2022-01-10
CSA,UCSC,UCSC-C240-M5SX,Q1 FY2022,SEP FY2022,801,2022-01-09
CSA,UCSC,UCSC-C240-M6SX,Q1 FY2022,AUG FY2022,56,2022-01-08
CSA,UCSC,UCSC-C240-M6SX,Q1 FY2022,OCT FY2022,198,2022-01-10
CSA,UCSC,UCSC-C240-M6SX,Q1 FY2022,SEP FY2022,244,2022-01-09
CSA,UCSCPU,UCS-CPU-A7702,Q1 FY2022,AUG FY2022,16,2022-01-08
CSA,UCSCPU,UCS-CPU-A7702,Q1 FY2022,OCT FY2022,48,2022-01-10
CSA,UCSCPU,UCS-CPU-A7702,Q1 FY2022,SEP FY2022,0,2022-01-09
CSA,UCSCPU,UCS-CPU-A7763,Q1 FY2022,AUG FY2022,614,2022-01-08
CSA,UCSCPU,UCS-CPU-A7763,Q1 FY2022,OCT FY2022,269,2022-01-10
CSA,UCSCPU,UCS-CPU-A7763,Q1 FY2022,SEP FY2022,225,2022-01-09
CSA,UCSCPU,UCS-CPU-I6226,Q1 FY2022,AUG FY2022,239,2022-01-08
CSA,UCSCPU,UCS-CPU-I6226,Q1 FY2022,OCT FY2022,742,2022-01-10
CSA,UCSCPU,UCS-CPU-I6226,Q1 FY2022,SEP FY2022,164,2022-01-09
CSA,UCSCPU,UCS-CPU-I6226R,Q1 FY2022,AUG FY2022,1021,2022-01-08
CSA,UCSCPU,UCS-CPU-I6226R,Q1 FY2022,OCT FY2022,3172,2022-01-10
CSA,UCSCPU,UCS-CPU-I6226R,Q1 FY2022,SEP FY2022,803,2022-01-09
CSA,UCSCPU,UCS-CPU-I6230,Q1 FY2022,AUG FY2022,3751,2022-01-08
CSA,UCSCPU,UCS-CPU-I6230,Q1 FY2022,OCT FY2022,461,2022-01-10
CSA,UCSCPU,UCS-CPU-I6230,Q1 FY2022,SEP FY2022,1124,2022-01-09
CSA,UCSCPU,UCS-CPU-I6234,Q1 FY2022,AUG FY2022,124,2022-01-08
CSA,UCSCPU,UCS-CPU-I6234,Q1 FY2022,OCT FY2022,572,2022-01-10
CSA,UCSCPU,UCS-CPU-I6234,Q1 FY2022,SEP FY2022,272,2022-01-09
CSA,UCSCPU,UCS-CPU-I6238R,Q1 FY2022,AUG FY2022,303,2022-01-08
CSA,UCSCPU,UCS-CPU-I6238R,Q1 FY2022,OCT FY2022,891,2022-01-10
CSA,UCSCPU,UCS-CPU-I6238R,Q1 FY2022,SEP FY2022,450,2022-01-09
CSA,UCSCPU,UCS-CPU-I6240,Q1 FY2022,AUG FY2022,3723,2022-01-08
CSA,UCSCPU,UCS-CPU-I6240,Q1 FY2022,OCT FY2022,1218,2022-01-10
CSA,UCSCPU,UCS-CPU-I6240,Q1 FY2022,SEP FY2022,1407,2022-01-09
CSA,UCSCPU,UCS-CPU-I6240R,Q1 FY2022,AUG FY2022,2282,2022-01-08
CSA,UCSCPU,UCS-CPU-I6240R,Q1 FY2022,OCT FY2022,1438,2022-01-10
CSA,UCSCPU,UCS-CPU-I6240R,Q1 FY2022,SEP FY2022,830,2022-01-09
CSA,UCSCPU,UCS-CPU-I6246,Q1 FY2022,AUG FY2022,152,2022-01-08
CSA,UCSCPU,UCS-CPU-I6246,Q1 FY2022,OCT FY2022,321,2022-01-10
CSA,UCSCPU,UCS-CPU-I6246,Q1 FY2022,SEP FY2022,234,2022-01-09
CSA,UCSCPU,UCS-CPU-I6248R,Q1 FY2022,AUG FY2022,2306,2022-01-08
CSA,UCSCPU,UCS-CPU-I6248R,Q1 FY2022,OCT FY2022,3718,2022-01-10
CSA,UCSCPU,UCS-CPU-I6248R,Q1 FY2022,SEP FY2022,2058,2022-01-09
CSA,UCSCPU,UCS-CPU-I6252,Q1 FY2022,AUG FY2022,286,2022-01-08
CSA,UCSCPU,UCS-CPU-I6252,Q1 FY2022,OCT FY2022,381,2022-01-10
CSA,UCSCPU,UCS-CPU-I6252,Q1 FY2022,SEP FY2022,510,2022-01-09
CSA,UCSCPU,UCS-CPU-I6338N,Q1 FY2022,AUG FY2022,22,2022-01-08
CSA,UCSCPU,UCS-CPU-I6338N,Q1 FY2022,OCT FY2022,82,2022-01-10
CSA,UCSCPU,UCS-CPU-I6338N,Q1 FY2022,SEP FY2022,35,2022-01-09
CSA,UCSCPU,UCS-CPU-I6346,Q1 FY2022,AUG FY2022,165,2022-01-08
CSA,UCSCPU,UCS-CPU-I6346,Q1 FY2022,OCT FY2022,492,2022-01-10
CSA,UCSCPU,UCS-CPU-I6346,Q1 FY2022,SEP FY2022,252,2022-01-09
CSA,UCSCPU,UCS-CPU-I6348,Q1 FY2022,AUG FY2022,504,2022-01-08
CSA,UCSCPU,UCS-CPU-I6348,Q1 FY2022,OCT FY2022,1006,2022-01-10
CSA,UCSCPU,UCS-CPU-I6348,Q1 FY2022,SEP FY2022,420,2022-01-09
CSA,UCSCPU,UCS-CPU-I6354,Q1 FY2022,AUG FY2022,61,2022-01-08
CSA,UCSCPU,UCS-CPU-I6354,Q1 FY2022,OCT FY2022,317,2022-01-10
CSA,UCSCPU,UCS-CPU-I6354,Q1 FY2022,SEP FY2022,448,2022-01-09
CSA,UCSCPU,UCS-CPU-I8260,Q1 FY2022,AUG FY2022,83,2022-01-08
CSA,UCSCPU,UCS-CPU-I8260,Q1 FY2022,OCT FY2022,175,2022-01-10
CSA,UCSCPU,UCS-CPU-I8260,Q1 FY2022,SEP FY2022,396,2022-01-09
CSA,UCSCPU,UCS-CPU-I8268,Q1 FY2022,AUG FY2022,112,2022-01-08
CSA,UCSCPU,UCS-CPU-I8268,Q1 FY2022,OCT FY2022,364,2022-01-10
CSA,UCSCPU,UCS-CPU-I8268,Q1 FY2022,SEP FY2022,178,2022-01-09
CSA,UCSCPU,UCS-CPU-I8276L,Q1 FY2022,AUG FY2022,6,2022-01-08
CSA,UCSCPU,UCS-CPU-I8276L,Q1 FY2022,OCT FY2022,77,2022-01-10
CSA,UCSCPU,UCS-CPU-I8276L,Q1 FY2022,SEP FY2022,335,2022-01-09
CSA,UCSCPU,UCS-CPU-I8280L,Q1 FY2022,AUG FY2022,35,2022-01-08
CSA,UCSCPU,UCS-CPU-I8280L,Q1 FY2022,OCT FY2022,188,2022-01-10
CSA,UCSCPU,UCS-CPU-I8280L,Q1 FY2022,SEP FY2022,8,2022-01-09
CSA,UCSCPU,UCS-CPU-I8352Y,Q1 FY2022,AUG FY2022,2,2022-01-08
CSA,UCSCPU,UCS-CPU-I8352Y,Q1 FY2022,OCT FY2022,8,2022-01-10
CSA,UCSCPU,UCS-CPU-I8352Y,Q1 FY2022,SEP FY2022,2,2022-01-09
CSA,UCSCPU,UCS-CPU-I8358,Q1 FY2022,AUG FY2022,332,2022-01-08
CSA,UCSCPU,UCS-CPU-I8358,Q1 FY2022,OCT FY2022,838,2022-01-10
CSA,UCSCPU,UCS-CPU-I8358,Q1 FY2022,SEP FY2022,513,2022-01-09
CSA,UCSCPU,UCS-CPU-I8368,Q1 FY2022,OCT FY2022,0,2022-01-10
CSA,UCSCPU,UCS-CPU-I8380,Q1 FY2022,AUG FY2022,34,2022-01-08
CSA,UCSCPU,UCS-CPU-I8380,Q1 FY2022,OCT FY2022,54,2022-01-10
CSA,UCSCPU,UCS-CPU-I8380,Q1 FY2022,SEP FY2022,0,2022-01-09
CSA,UCSHDD,UCS-S3260-HDW18T,Q1 FY2022,AUG FY2022,14,2022-01-08
CSA,UCSHDD,UCS-S3260-HDW18T,Q1 FY2022,OCT FY2022,308,2022-01-10
CSA,UCSHDD,UCS-S3260-HDW18T,Q1 FY2022,SEP FY2022,336,2022-01-09
CSA,UCSMEM,UCS-ML-128G4RT-H,Q1 FY2022,AUG FY2022,1418,2022-01-08
CSA,UCSMEM,UCS-ML-128G4RT-H,Q1 FY2022,OCT FY2022,4520,2022-01-10
CSA,UCSMEM,UCS-ML-128G4RT-H,Q1 FY2022,SEP FY2022,2906,2022-01-09
CSA,UCSMEM,UCS-ML-128G4RW,Q1 FY2022,AUG FY2022,208,2022-01-08
CSA,UCSMEM,UCS-ML-128G4RW,Q1 FY2022,OCT FY2022,3848,2022-01-10
CSA,UCSMEM,UCS-ML-128G4RW,Q1 FY2022,SEP FY2022,1274,2022-01-09
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q1 FY2022,AUG FY2022,5392,2022-01-08
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q1 FY2022,OCT FY2022,16487,2022-01-10
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q1 FY2022,SEP FY2022,8510,2022-01-09
CSA,UCSMEM,UCS-MR-X16G1RW,Q1 FY2022,AUG FY2022,1331,2022-01-08
CSA,UCSMEM,UCS-MR-X16G1RW,Q1 FY2022,OCT FY2022,5062,2022-01-10
CSA,UCSMEM,UCS-MR-X16G1RW,Q1 FY2022,SEP FY2022,5345,2022-01-09
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q1 FY2022,AUG FY2022,1045,2022-01-08
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q1 FY2022,OCT FY2022,2828,2022-01-10
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q1 FY2022,SEP FY2022,717,2022-01-09
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q1 FY2022,AUG FY2022,33091,2022-01-08
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q1 FY2022,OCT FY2022,50914,2022-01-10
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q1 FY2022,SEP FY2022,26112,2022-01-09
CSA,UCSMEM,UCS-MR-X32G2RW,Q1 FY2022,AUG FY2022,8210,2022-01-08
CSA,UCSMEM,UCS-MR-X32G2RW,Q1 FY2022,OCT FY2022,13065,2022-01-10
CSA,UCSMEM,UCS-MR-X32G2RW,Q1 FY2022,SEP FY2022,11043,2022-01-09
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q1 FY2022,AUG FY2022,53002,2022-01-08
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q1 FY2022,OCT FY2022,53460,2022-01-10
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q1 FY2022,SEP FY2022,37332,2022-01-09
CSA,UCSMEM,UCS-MR-X64G2RW,Q1 FY2022,AUG FY2022,11468,2022-01-08
CSA,UCSMEM,UCS-MR-X64G2RW,Q1 FY2022,OCT FY2022,25886,2022-01-10
CSA,UCSMEM,UCS-MR-X64G2RW,Q1 FY2022,SEP FY2022,11185,2022-01-09
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q1 FY2022,AUG FY2022,136,2022-01-08
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q1 FY2022,OCT FY2022,634,2022-01-10
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q1 FY2022,SEP FY2022,208,2022-01-09
CSA,UCSSSD,UCS-M2-240GB,Q1 FY2022,AUG FY2022,5467,2022-01-08
CSA,UCSSSD,UCS-M2-240GB,Q1 FY2022,OCT FY2022,14157,2022-01-10
CSA,UCSSSD,UCS-M2-240GB,Q1 FY2022,SEP FY2022,4695,2022-01-09
CSA,UCST,UCSC-GPU-T4-16,Q1 FY2022,AUG FY2022,99,2022-01-08
CSA,UCST,UCSC-GPU-T4-16,Q1 FY2022,OCT FY2022,490,2022-01-10
CSA,UCST,UCSC-GPU-T4-16,Q1 FY2022,SEP FY2022,406,2022-01-09
CSA,UCSX,UCSX-210C-M6,Q1 FY2022,AUG FY2022,260,2022-01-08
CSA,UCSX,UCSX-210C-M6,Q1 FY2022,OCT FY2022,1216,2022-01-10
CSA,UCSX,UCSX-210C-M6,Q1 FY2022,SEP FY2022,314,2022-01-09
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q1 FY2022,AUG FY2022,199,2022-01-08
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q1 FY2022,OCT FY2022,364,2022-01-10
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q1 FY2022,SEP FY2022,411,2022-01-09
CVEBU,CTSPS,CS-DESK-K9,Q1 FY2022,AUG FY2022,153,2022-01-08
CVEBU,CTSPS,CS-DESK-K9,Q1 FY2022,OCT FY2022,320,2022-01-10
CVEBU,CTSPS,CS-DESK-K9,Q1 FY2022,SEP FY2022,413,2022-01-09
CVEBU,CTSPS,CS-DESKPRO-K9,Q1 FY2022,AUG FY2022,1240,2022-01-08
CVEBU,CTSPS,CS-DESKPRO-K9,Q1 FY2022,OCT FY2022,2263,2022-01-10
CVEBU,CTSPS,CS-DESKPRO-K9,Q1 FY2022,SEP FY2022,2434,2022-01-09
CVEBU,CTSQS,CS-CODEC-PLUS+,Q1 FY2022,AUG FY2022,1357,2022-01-08
CVEBU,CTSQS,CS-CODEC-PLUS+,Q1 FY2022,OCT FY2022,5431,2022-01-10
CVEBU,CTSQS,CS-CODEC-PLUS+,Q1 FY2022,SEP FY2022,1773,2022-01-09
CVEBU,CTSQS,CS-CODEC-PRO+,Q1 FY2022,AUG FY2022,598,2022-01-08
CVEBU,CTSQS,CS-CODEC-PRO+,Q1 FY2022,OCT FY2022,2402,2022-01-10
CVEBU,CTSQS,CS-CODEC-PRO+,Q1 FY2022,SEP FY2022,977,2022-01-09
CVEBU,CTSQS,CS-KIT-K9,Q1 FY2022,AUG FY2022,2842,2022-01-08
CVEBU,CTSQS,CS-KIT-K9,Q1 FY2022,OCT FY2022,4610,2022-01-10
CVEBU,CTSQS,CS-KIT-K9,Q1 FY2022,SEP FY2022,1736,2022-01-09
CVEBU,CTSQS,CS-KIT-MINI-K9,Q1 FY2022,AUG FY2022,1709,2022-01-08
CVEBU,CTSQS,CS-KIT-MINI-K9,Q1 FY2022,OCT FY2022,4123,2022-01-10
CVEBU,CTSQS,CS-KIT-MINI-K9,Q1 FY2022,SEP FY2022,1942,2022-01-09
CVEBU,CTSQS,CS-QUADCAM+,Q1 FY2022,AUG FY2022,1574,2022-01-08
CVEBU,CTSQS,CS-QUADCAM+,Q1 FY2022,OCT FY2022,4782,2022-01-10
CVEBU,CTSQS,CS-QUADCAM+,Q1 FY2022,SEP FY2022,2233,2022-01-09
CVEBU,CTSQS,CS-T10-TS+,Q1 FY2022,AUG FY2022,7314,2022-01-08
CVEBU,CTSQS,CS-T10-TS+,Q1 FY2022,OCT FY2022,18719,2022-01-10
CVEBU,CTSQS,CS-T10-TS+,Q1 FY2022,SEP FY2022,8346,2022-01-09
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,AUG FY2022,322,2016-01-08
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,OCT FY2022,2540,2016-01-10
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,SEP FY2022,1285,2016-01-09
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,AUG FY2022,578,2022-01-08
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,OCT FY2022,3435,2022-01-10
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2022,SEP FY2022,1040,2022-01-09
EBBU,C9300AG,C9300-24S,Q1 FY2022,AUG FY2022,1572,2022-01-08
EBBU,C9300AG,C9300-24S,Q1 FY2022,OCT FY2022,3361,2022-01-10
EBBU,C9300AG,C9300-24S,Q1 FY2022,SEP FY2022,1563,2022-01-09
EBBU,C9300AG,C9300-48S,Q1 FY2022,AUG FY2022,607,2022-01-08
EBBU,C9300AG,C9300-48S,Q1 FY2022,OCT FY2022,1862,2022-01-10
EBBU,C9300AG,C9300-48S,Q1 FY2022,SEP FY2022,1064,2022-01-09
EBBU,C9300AG,C9300X-12Y,Q1 FY2022,AUG FY2022,269,2022-01-08
EBBU,C9300AG,C9300X-12Y,Q1 FY2022,OCT FY2022,649,2022-01-10
EBBU,C9300AG,C9300X-12Y,Q1 FY2022,SEP FY2022,361,2022-01-09
EBBU,C9300AG,C9300X-24Y,Q1 FY2022,AUG FY2022,268,2022-01-08
EBBU,C9300AG,C9300X-24Y,Q1 FY2022,OCT FY2022,715,2022-01-10
EBBU,C9300AG,C9300X-24Y,Q1 FY2022,SEP FY2022,426,2022-01-09
EBBU,C9500,C9K-F1-SSD-240G,Q1 FY2022,AUG FY2022,663,2022-01-08
EBBU,C9500,C9K-F1-SSD-240G,Q1 FY2022,OCT FY2022,1347,2022-01-10
EBBU,C9500,C9K-F1-SSD-240G,Q1 FY2022,SEP FY2022,953,2022-01-09
EBBU,C9500,C9500-24Y4C,Q1 FY2022,AUG FY2022,1807,2022-01-08
EBBU,C9500,C9500-24Y4C,Q1 FY2022,OCT FY2022,2933,2022-01-10
EBBU,C9500,C9500-24Y4C,Q1 FY2022,SEP FY2022,3154,2022-01-09
EBBU,C9500,C9500-40X,Q1 FY2022,AUG FY2022,653,2022-01-08
EBBU,C9500,C9500-40X,Q1 FY2022,OCT FY2022,5356,2022-01-10
EBBU,C9500,C9500-40X,Q1 FY2022,SEP FY2022,1572,2022-01-09
EBBU,C9500,C9500-48Y4C,Q1 FY2022,AUG FY2022,2490,2022-01-08
EBBU,C9500,C9500-48Y4C,Q1 FY2022,OCT FY2022,16188,2022-01-10
EBBU,C9500,C9500-48Y4C,Q1 FY2022,SEP FY2022,3006,2022-01-09
EBBU,C9600,C9600-SUP-1,Q1 FY2022,AUG FY2022,545,2022-01-08
EBBU,C9600,C9600-SUP-1,Q1 FY2022,OCT FY2022,1110,2022-01-10
EBBU,C9600,C9600-SUP-1,Q1 FY2022,SEP FY2022,779,2022-01-09
EBBU,C9600,C9606R,Q1 FY2022,AUG FY2022,339,2022-01-08
EBBU,C9600,C9606R,Q1 FY2022,OCT FY2022,708,2022-01-10
EBBU,C9600,C9606R,Q1 FY2022,SEP FY2022,540,2022-01-09
ECBU,MDS9000,DS-C9148T-K9,Q1 FY2022,AUG FY2022,208,2022-01-08
ECBU,MDS9000,DS-C9148T-K9,Q1 FY2022,OCT FY2022,409,2022-01-10
ECBU,MDS9000,DS-C9148T-K9,Q1 FY2022,SEP FY2022,133,2022-01-09
ECBU,MDS9000,DS-C9396T-K9,Q1 FY2022,AUG FY2022,46,2022-01-08
ECBU,MDS9000,DS-C9396T-K9,Q1 FY2022,OCT FY2022,82,2022-01-10
ECBU,MDS9000,DS-C9396T-K9,Q1 FY2022,SEP FY2022,159,2022-01-09
ECBU,MDS9000,DS-SFP-FC32G-SW,Q1 FY2022,AUG FY2022,35701,2022-01-08
ECBU,MDS9000,DS-SFP-FC32G-SW,Q1 FY2022,OCT FY2022,55684,2022-01-10
ECBU,MDS9000,DS-SFP-FC32G-SW,Q1 FY2022,SEP FY2022,39940,2022-01-09
ECBU,MDS9000,DS-X9648-1536K9,Q1 FY2022,AUG FY2022,777,2022-01-08
ECBU,MDS9000,DS-X9648-1536K9,Q1 FY2022,OCT FY2022,452,2022-01-10
ECBU,MDS9000,DS-X9648-1536K9,Q1 FY2022,SEP FY2022,697,2022-01-09
ERBU,A9K9KFM,A9K-RSP5-SE,Q1 FY2022,AUG FY2022,190,2022-01-08
ERBU,A9K9KFM,A9K-RSP5-SE,Q1 FY2022,OCT FY2022,426,2022-01-10
ERBU,A9K9KFM,A9K-RSP5-SE,Q1 FY2022,SEP FY2022,122,2022-01-09
ERBU,A9K9KFM,A9K-RSP5-TR,Q1 FY2022,AUG FY2022,201,2022-01-08
ERBU,A9K9KFM,A9K-RSP5-TR,Q1 FY2022,OCT FY2022,624,2022-01-10
ERBU,A9K9KFM,A9K-RSP5-TR,Q1 FY2022,SEP FY2022,138,2022-01-09
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,AUG FY2022,94,2016-01-08
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,OCT FY2022,110,2016-01-10
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,SEP FY2022,84,2016-01-09
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,AUG FY2022,0,2022-01-08
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,OCT FY2022,23,2022-01-10
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,SEP FY2022,110,2022-01-09
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,AUG FY2022,43,2016-01-08
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,OCT FY2022,145,2016-01-10
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,SEP FY2022,106,2016-01-09
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,AUG FY2022,30,2022-01-08
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,OCT FY2022,139,2022-01-10
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,SEP FY2022,97,2022-01-09
ERBU,A9K9000,A9K-8X100GE-TR,Q1 FY2022,AUG FY2022,15,2016-01-08
ERBU,A9K9000,A9K-8X100GE-TR,Q1 FY2022,OCT FY2022,116,2016-01-10
ERBU,A9K9000,A9K-8X100GE-TR,Q1 FY2022,SEP FY2022,6,2016-01-09
ERBU,A9K9000,A9K-8X100GE-TR,Q1 FY2022,AUG FY2022,32,2022-01-08
